Ref..,Items,Acceptable.Key.s,Notes,Domain,Construct,Subconstruct,Level,grade,example,type,title,alternative,SkillVariant,Skill
R2.2.2_M,Why did Singhania wear a space suit during the trip?          ,"Answer refers to any one (or more) of temperature, height, or lack of oxygen: · It was very cold / it was below freezing / it was –95 degrees · It went higher than a plane / it went up to 21,000 meters / he went up very high · There wasn’t enough oxygen (to breathe) / Only 4 percent oxygen / the air was too thin Gives a generalization about the conditions being similar to space: · It was like being in space",The task requires combining information from the sentence in the question (which quotes directly from the text on the left side) with a piece or pieces of information in labels on the other side of the diagram. The task refers to a causal connection (“Why ...?”) between parts of the information.       ,R,2,2,M,9,1,Information (Non-continuous Text—Labeled Diagrams),Balloon,0,a,2
R2.2.3_P,Read the sentences below and number them according to the sequence of events in the text. The miser decided to turn all his money into a lump of gold. · A man stole the miser’s gold. · The miser dug a hole and hid his treasure in it. · The miser’s neighbor told him to replace the gold with a stone.,· The miser decided to turn all his money into a lump of gold. (1) · A man stole the miser’s gold. (3) · The miser dug a hole and hid his treasure in it. (2) · The miser’s neighbor told him to replace the gold with a stone. (4) ,"The information is provided in chronological order in the text. Detail in the text that is irrelevant to the question provides competing information. This was a Level 1a item in PISA 2009. (published in OECD report on PISA 2009, volume I, p.104)   ",R,2,2,P,9,2,Story,Miser,0,a,3
R2.2.6_E,Illustration         ,"Recognizes that the message of the story depends on the gold being replaced by something useless or worthless. Examples of full credit responses: · It needed to be replaced by something worthless to make the point. · The stone is important in the story, because the whole point is he might as well have buried a stone for all the good the gold did him.","The task requires drawing a conclusion by synthesizing prominent information from across the text when the conclusion is clearly implied but not explicitly stated. This was a Level 3 item in PISA 2009. (published in OECD on PISA 2009, volume I, p.105–6)    ",R,2,2,E,9,2,Story,Miser,0,a,6
R2.2.6_M,Why did the miser bury his gold?     ,Indicates that the miser wanted to keep it safe and/or did not need it (immediately). Examples of full credit responses: · He wanted to keep it safe. · He did not need to spend it straight away. · He wanted to hide it.,"The answer is clearly implied by prominent information in the first half of the text, but it is not stated.   ",R,2,2,M,9,2,Story,Miser,0,a,6
R3.1.2_M,The subtitle of “The Miser and His Gold” is “A fable by Aesop.” Which part of the story shows that it is a typical fable? A. It can be interpreted in many ways. B. It has a miser as the main character. C. There is a wicked character in the story who steals something. D. It is a story that contains a lesson about living life well.,D. It is a story that contains a lesson about living life well.       ,"This task requires knowledge of the text type, fable. The typical and characteristic feature of a fable, a story with a moral, is not as obvious as in some fables, which end with an explicitly stated lesson or moral from the writer. The lesson of this fable is implicit in the neighbor’s last statement.   ",R,3,1,M,9,2,Story,Miser,0,a,2
R1.1.1_E,Which of these definitions best explains the meaning of the word “miser”? A. Someone who is easily upset by their neighbor. B. Someone who likes saving wealth rather than spending it. C. Someone who is likely to put their wealth in an unusual place. D. Someone who does not know how to guard a secret.,B. Someone who likes saving wealth rather than spending it.,"“Miser” is likely to be a less common word for grade nine students. The definition of the word miser is “a person who hoards wealth and spends as little money as possible.” The brief definitions given in the three distractors each picks up a detail from the fable, so prior knowledge of the word is needed to answer the question correctly. (Note that “miser” in English is likely to be an unknown word for grade nine students. This may not apply in other languages.)",R,1,1,E,9,2,Story,Miser,0,a,1
R1.2.1_P,How did the miser get a lump of gold?,States that he sold everything he had. May paraphrase or quote directly from the text. Examples of full credit responses: · He sold all he had. · He sold all his stuff. · He bought it. (implicit connection to selling everything he had),"The information is very prominent, as it is given in the first sentence of the text. The term “a lump of gold” is a direct match between the question and the text. This was a Level 1b item in PISA 2009. (published in OECD report on PISA 2009, volume 1, p.105)",R,1,2,P,9,2,Story,Miser,0,a,1
R2.1.1_M,What does the word “lamentations” mean?,"Gives a meaning such as sounds of grief, crying, wailing","This is likely to be an unfamiliar word at this grade level but there are multiple clues as to its meaning: the word “loud” suggests that it is a sound, and “tearing his hair” and the neighbor “seeing him overcome with grief.” (Note that “lamentation” in English is likely to be an unknown word for grade nine students. This may not apply in other languages.)",R,2,1,M,9,2,Story,Miser,0,a,1
R2.1.1b_M,The miser “began to tear his hair.” Why does someone tear their hair? A. Because their head is painful or itchy. B. Because they are frustrated and angry. C. Because they are trying to shorten their hair. D. Because they want to distract someone else.,B. Because they are frustrated and angry.,"The words in this idiomatic expression are common, but the expression itself may not be familiar to students at this level. However, there are multiple contextual clues about the way the miser is feeling at this point in the fable, making the words “angry and frustrated” in the key the only plausible alternative.",R,2,1,M,9,2,Story,Miser,0,b,1
R2.2.1_P,Why did the workman watch the miser’s movements? A. Because he was worried about the miser’s safety. B. Because he was guarding the place where the work was going on. C. Because he had heard about the miser’s gold. D. Because he wanted to know the miser’s secret.,D. Because he wanted to know the miser’s secret.,"The task requires relating two pieces of information in consecutive sentences, from: “One of the workmen …” to “… and stole it.” The relationship between the two sentences is not explicitly spelled out but it is clearly causal. There is no plausible competing information for the implication that the workman is watching the miser because he wants to know the reason for the miser’s daily visits (“the miser’s secret”).",R,2,2,P,9,2,Story,Miser,0,a,1
R2.2.7_M,"Here is some more information: One of Africa’s top selling cars in 2019 was the Renault Symbol. The Renault Symbol was first made in 1999 and is still being made. Add this information to the table. Only fill in the information that you have been given. (Reproduce an extract of the table, showing the headings row and a row that is blank except for “Renault Symbol” in the Name column.)   ","Full credit: Adds to the “Years of production” cell in the table, “1999 to present” or similar. Does not add to any other cell. · “1999 to present” · “1999 and still going” · “1999 to ?”  Partial credit: Adds to the “Years of production” cell in the table “1999” only or “present” only, or some but not all of the other years since 1999. Does not add to any other cell. · “1999” · “present” · “1999, 2000, 2001, etc.” · “up to now”","Full credit is given to placement of all the new information provided in the correct cell of the table. The scheme of the table is explicit with the criteria names in the captions at the top of each column. The scheme is based on multiple criteria (years of production, number sold, etc.) rather than a single criterion. Partial credit is given for including some of the new information provided in the correct cell of the table.        ",R,2,2,M,9,3,Information (Mixed Continuous and Non-continuous),First Car,0,a,7
R3.2.2_M,Here is part of the last sentence of the information about first cars: “The car has of course changed out of all recognition since that time ...“ Is this true? Give evidence from the text to support your answer.    ,"Answers Yes and describes or quotes from the text to indicate a change (e.g., cars could only travel at 16 km per hour, don’t look like carriages anymore, have rubber tires)  OR  Answers No and describes or quotes from the text to indicate a similarity (e.g., still runs on petrol, still a private vehicle of choice ...)","The conclusion is explicitly stated in the last sentence of the continuous part of the text. There is a wide variety of possible good answers, scattered through the continuous and non- continuous parts of the text. The more obvious answer is “Yes,” but there are possible good negative answers as well, making this a genuine evaluation question, rather than simply an interpretation of the text.   ",R,3,2,M,9,3,Information (Mixed Continuous and Non-continuous),First Car,0,a,2
R3.3.1_M,"The paragraph beginning “It had three wire wheels ...” contains facts and opinions. Which of these parts of the paragraph includes an opinion? A. “It had three wire wheels, rather like those of a bicycle.” B. “She went on a 100 kilometer trip.” C. “To visit her mother.” D. “This pioneering trip demonstrated the value of the new vehicle.”",D. “This pioneering trip demonstrated the value of the new vehicle”         ,"The question explicitly asks for the recognition of an opinion in a limited part of the text. The adjective “pioneering,” with its connotation of positive benefit and adventure, and the claim that this trip demonstrated value, are the only elements of the extracts that are not purely factual. No justification is required, so this is a “meets” level rather than “exceeds.”     ",R,3,3,M,9,3,Information (Mixed Continuous and Non-continuous),First Car,0,a,1
R1.1.1_M,The term “first year of production” is used in the table. What does the term “year of production” refer to? A. When the car was designed B. When the car was made C. When the car was driven D. When the car was for sale,B. When the car was made       ,"“Production” has several meanings in English. Its meaning as used in this text is likely to be unfamiliar for this grade. In this question, the specific meaning of the word in this context needs to be recognized: all of the options are plausible in the context. (Note that “production” in English with this meaning is likely to be unknown for grade nine students. This may not apply in other languages.) ",R,1,1,M,9,3,Information (Mixed Continuous and Non-continuous),First Car,0,a,1
R1.2.3_M,"In the table of significant cars in history, which car made in the present has had more than a million sales?  ",Toyota Corolla    ,The two criteria to be matched are “present” and “more than a million.” The words “present” and “million” are both direct matches with terms used in the table. Some competing information exists: two of the rows use the word “present” and several use the word “million.”,R,1,2,M,9,3,Information (Mixed Continuous and Non-continuous),First Car,0,a,3
R1.3.1_E,“Engineers and business people had started to think about building machines that used their own power source ...” What power source did the first car use?       ,Petrol           ,"The single piece of explicitly stated information that must be retrieved is “petrol” (beginning of third paragraph). The word “fuel” in the text is a synonymous match to “power source” in the question. There is competing information in the second paragraph, adjacent to the extract quoted in the question (“oil, steam, or electricity”), but this information is important in explaining what a “power source” means in this passage. There is even stronger competing information in the use of the word “power” in the third paragraph, in relation to the engine used in the first car (“powered by a 0.75-hp, one-cylinder, four-stroke engine”). Attentive readers will notice that the engine is not the power SOURCE, but what is powered.",R,1,3,E,9,3,Information (Mixed Continuous and Non-continuous),First Car,0,a,1
R1.3.2_M,How fast could the Volkswagen Beetle travel in its first year of production?   ,100 km per hour    ,"One criterion needs to be matched (speed) to the Volkswagen Beetle. The term used in the question (how fast) is a synonymous match to the term used in the table caption (“maximum speed”). The information is in the body of the table, so not particularly prominent.",R,1,3,M,9,3,Information (Mixed Continuous and Non-continuous),First Car,0,a,2
R1.3.3_M,"In the table of significant cars in history, which was the earliest car to have more than a million sales?   ",Model T Ford     ,"The two criteria to be matched are “earliest” and “more than a million.” There is no direct or close match for the word “earliest” that is used in the question. Only one of the cars shown in the table meets the two criteria. There is competing information: one of the cars was produced earlier than the Model T Ford, and all except one exceeded a million sales.",R,1,3,M,9,3,Information (Mixed Continuous and Non-continuous),First Car,0,a,3
R3.1.3b_M,Fouad and Alba wrote their responses for their school’s newspaper/website. Find evidence in their responses to show that they are expecting them to be read by their fellow students.     ,"Answer refers to or cites at least one of: · A perspective relating to studying or students · Interest in the view of parents, which could suggest an audience of young people (students) · The expectation of a common school or student experience in “We all know gifted students ...”","The audience is not explicitly stated in the text, but the references to studying and to parents are relevant pieces of evidence that the responses are written for a student audience.     ",R,3,1,M,9,4,Persuasive,Clever or Hardworking?,0,b,3
R3.2.1_M,Fouad thinks hard work is more important than cleverness. Alba thinks cleverness is more important than hard work. Do you agree with Fouad or Alba? Give one reason to support your answer using evidence from the text.          ,Answers “Fouad” and quotes or accurately paraphrases one of his arguments that clearly indicates his valuation of hard work over cleverness. Answers “Alba” and quotes or accurately paraphrases one of her arguments that clearly indicates her valuation of cleverness over hard work. Answers “Both” or “Neither” and quotes or accurately paraphrases from both arguments. (One argument may be implied.) No credit: “I agree with Alba because I think it is more important to be clever.” (Repeats content of question.),"This requires a constructed response. The characters in the piece have clearly contrasting positions. Including the summary of their arguments in the question removes the possibility of the answer being credited for simply restating the main idea put forward by each character. Nevertheless, it is relatively straightforward to find a section of one (or both) arguments to support the opinion given.       ",R,3,2,M,9,4,Persuasive,Clever or Hardworking?,0,a,1
R3.3.1_P,Which of these sentence beginnings clearly signals that Fouad is offering a personal opinion? A. “We all know ...” B. “It takes effort ...” C. “It is more rewarding ...” D. “I would rather ...”,D. “I would rather ...”     ,"The multiple-choice format offers four options, only one of which directly states an opinion (“I would rather ...”). The other options present ideas, which may be opinions but are presented as assertions of fact. The explicit statement of preference is prominent in this short text. ",R,3,3,P,9,4,Persuasive,Clever or Hardworking?,0,a,1
R2.2.4_E,“That’s the clever way to do things.” (final sentence of Alba’s opinion) What is Alba referring to? A. Recognizing the demands of the situation B. Appreciating the results of hard work C. Impressing her parents D. The achievement she expects of herself ,A. Recognizing the demands of the situation      ,"This question asks the reader to identify an element of Alba’s point of view when the point of view is not prominent and is not explicitly stated. The correct answer is put in general, rather abstract, terms in the key, “recognize the demands of the situation.” Alba develops the argument across her response, with: “a little bit of efficient thinking can save a lot of wasted hours,” as well as “sometimes that involves hard work and sometimes it doesn’t.”",R,2,2,E,9,4,Persuasive,Clever or Hardworking?,0,a,4
R2.2.5_M,"Alba writes that conscientious people “always need their efforts to be noticed.” Which part of Fouad’s response could she use as evidence for this opinion? A. “It is obviously better to be hardworking than it is to be clever and only 'smart people' think otherwise.” B. “We all know gifted students who believe that their cleverness is enough to ensure their success.” C. “I would rather be hardworking than clever, because clever people are under constant pressure to perform.” D. “I prefer to impress my parents and others with persistence.”",D. “I prefer to impress my parents and others with persistence.”            ,"The task requires identifying evidence from one text as an example of an assertion made in another. The relationship between Alba’s assertion and Fouad’s demonstration of a wish to “be noticed” by his parents is reasonably prominent, as it is in the last paragraph of his response. The phrase “impress my parents and others’ gives a strong link to the question, though it is not an explicit link.       ",R,2,2,M,9,4,Persuasive,Clever or Hardworking?,0,a,5
R2.3.1_E,"Fouad thinks hard work is better than being clever. What is his main argument in support of this opinion? A. Only clever people think that it’s better to be clever than hardworking. B. You learn a lot by working hard, even if you fail. C. There are benefits in hard work beyond the success of the outcome. D. People admire you more for being hardworking than for being clever.",C. There are benefits in hard work beyond the success of the outcome.       ,"The three distractors are all ideas that are stated or implied in the text, but they are contributing ideas to the main line of argument. The key summarizes all the elements of the argument put by Fouad. It is not a prominent idea, in that it is not stated and requires a high level of inference, working across the text.   ",R,2,3,E,9,4,Persuasive,Clever or Hardworking?,0,a,1
R3.1.3_M,Who is Fouad trying to convince with his response? A. Young children B. Students of his own age C. Business people D. His parents     ,B. Students of his own age         ,"The audience is not stated explicitly in the text, but several of the references in the text are about students’ experiences, making “students of his own age” the best alternative. The perspective of students is unlikely to appeal to business people, and the topic and the language used are not appropriate for young children—though this evaluation is not supported by prominent clues in the text. Fouad’s reference to his parents near the end of the response suggests that they are already on his side; he does not need to convince them.",R,3,1,M,9,4,Persuasive,Clever or Hardworking?,0,a,3
R1.2.1_P,Where was Abdul walking?,To his home,The information is in a prominent position in the first sentence and can be found by direct word matching with no competing information.,R,1,1,P,3,1,Story,The Mango,0,a,1
R1.2.1_P,Who was walking home?,Abdul,The information is in a prominent position in the first sentence and can be found by direct word matching with no competing information.,R,1,2,P,3,1,Story,The Mango,1,a,1
R1.3.1_M,Where was Abdul going?,To his home,The information is in a prominent place in the first sentence and found by synonymous word matching (“going” instead of “walking”).,R,1,3,M,3,1,Story,The Mango,0,a,1
R1.3.1_M,What did Abdul eat?,A mango,The information is in a prominent place at the end of the text and found by synonymous word matching (“eat” instead of “ate”).,R,1,3,M,3,1,Story,The Mango,1,a,1
R2.2.1_M,Where did Abdul fall asleep?,"Under a (big, mango) tree","The information is a simple inference across adjacent sentences. There is some competing information, as two locations are mentioned, “home” and “under the tree.”",R,2,2,M,3,1,Story,The Mango,0,a,1
R2.2.1_M,Where was it nice and cool?,"Under a (big, mango) tree","The information is a simple inference across adjacent sentences. There is some competing information as two locations are mentioned, “home” and “under the tree.”",R,2,2,M,3,1,Story,The Mango,1,a,1
